ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Biological group,Species,Body Part,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
68676,United Kingdom,10,Dungeness,,51,5.0,3.0,N,1,12.0,11.0,E,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,137Cs,<,0.65,,Bq/kg f.w.,EA-Environment Agency,,"Folkestone Harbour. Average of 2 samples, representative sampling date. ",
68677,United Kingdom,3,Dungeness,2011000184,50,45.0,0.0,N,0,30.0,0.0,E,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,03/23/11 00:00:00,137Cs,=,0.185,0.02422,Bq/kg f.w.,FSA-Food Standards Agency,,Dungeness PLZ,
68678,United Kingdom,3,Dungeness,2011000186,50,45.0,0.0,N,0,30.0,0.0,E,BIOT,Molluscs,PECTEN MAXIMUS,SOFT PARTS,03/01/11 00:00:00,137Cs,<,0.034,,Bq/kg f.w.,FSA-Food Standards Agency,,Dungeness PLZ,
68679,United Kingdom,3,Dungeness,2011001127,50,45.0,0.0,N,0,30.0,0.0,E,BIOT,Molluscs,PECTEN MAXIMUS,SOFT PARTS,06/24/11 00:00:00,137Cs,<,0.034,,Bq/kg f.w.,FSA-Food Standards Agency,,Dungeness PLZ,
68680,United Kingdom,3,Dungeness,2011000420,50,45.0,0.0,N,0,30.0,0.0,E,BIOT,Molluscs,PECTEN MAXIMUS,SOFT PARTS,03/01/11 00:00:00,"239,240Pu",=,1.34,0.0611,Bq/kg f.w.,FSA-Food Standards Agency,,Dungeness PLZ,
68681,United Kingdom,5,Hunterston,,55,43.0,31.0,N,4,54.0,7.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/01/11 00:00:00,"239,240Pu",=,0.203,0.015,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,PLZ. Annual bulk of 2 samples - representative sampling date.,
68682,United Kingdom,5,Hunterston,,55,40.0,31.0,N,4,57.0,57.0,W,BIOT,Fish,SCOMBER SCOMBRUS,FLESH WITHOUT BONES,07/01/11 00:00:00,137Cs,=,0.7,0.23,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Representative sampling date,
68683,United Kingdom,5,Ardglass,2011001565,54,15.0,40.0,N,5,37.0,1.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,99Tc,=,191.0,7.9265,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Ardglass. Annual bulk of 4 samples - representative sampling date.,
68684,United Kingdom,4,Carlingford Lough,2011001803,54,3.0,0.0,N,6,12.0,0.0,W,BIOT,Seaweed,ASCOPHYLLUM NODOSUM,GROWING TIPS,11/15/11 00:00:00,137Cs,=,0.344,0.0441,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
68685,United Kingdom,4,Carlingford Lough,2011001736,54,3.0,0.0,N,6,12.0,0.0,W,BIOT,Seaweed,ASCOPHYLLUM NODOSUM,GROWING TIPS,12/15/11 00:00:00,137Cs,=,0.557,0.04088,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
68686,United Kingdom,4,Carlingford Lough,2011001812,54,3.0,0.0,N,6,12.0,0.0,W,BIOT,Seaweed,ASCOPHYLLUM NODOSUM,GROWING TIPS,07/01/11 00:00:00,99Tc,=,114.0,4.5828,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Annual bulk of 4 samples - representative sampling date.,
68687,United Kingdom,4,Carlingford Lough,2011000144,54,3.0,0.0,N,6,12.0,0.0,W,BIOT,Seaweed,Fucus sp.,GROWING TIPS,02/23/11 00:00:00,137Cs,=,0.425,0.0397,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
68688,United Kingdom,4,Carlingford Lough,2011001002,54,3.0,0.0,N,6,12.0,0.0,W,BIOT,Seaweed,Fucus sp.,GROWING TIPS,08/10/11 00:00:00,137Cs,=,0.364,0.04328,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
68689,United Kingdom,5,Northern Ireland Fishing Ground,2011000146,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,03/07/11 00:00:00,137Cs,=,0.728,0.03676,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
68690,United Kingdom,5,Northern Ireland Fishing Ground,2011001063,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,07/15/11 00:00:00,137Cs,=,1.322,0.06227,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
68691,United Kingdom,5,Northern Ireland Fishing Ground,2011001694,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,08/15/11 00:00:00,137Cs,=,0.169,0.01837,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
68692,United Kingdom,5,Northern Ireland Fishing Ground,2011001799,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,GADUS MORHUA,FLESH WITHOUT BONES,11/15/11 00:00:00,137Cs,=,0.233,0.03024,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
68693,United Kingdom,5,Northern Ireland Fishing Ground,2011000107,54,12.0,59.0,N,5,43.0,59.0,W,BIOT,Molluscs,OSILINUS LINEATUS,SOFT PARTS,03/04/11 00:00:00,137Cs,=,0.578,0.05092,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Minerstown. ,
68694,United Kingdom,5,Northern Ireland Fishing Ground,2011000798,54,12.0,59.0,N,5,43.0,59.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/25/11 00:00:00,137Cs,=,0.172,0.02606,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Minerstown. ,
68695,United Kingdom,5,Northern Ireland Fishing Ground,2011001186,54,12.0,59.0,N,5,43.0,59.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,09/20/11 00:00:00,137Cs,=,0.132,0.04121,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Minerstown. ,
68696,United Kingdom,5,Northern Ireland Fishing Ground,2011001666,54,12.0,59.0,N,5,43.0,59.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,12/06/11 00:00:00,137Cs,=,0.206,0.0667,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Minerstown. ,
68697,United Kingdom,5,Northern Ireland Fishing Ground,2011001768,54,12.0,59.0,N,5,43.0,59.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/01/11 00:00:00,"239,240Pu",=,0.211,0.005613,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Minerstown. Annual bulk of 4 samples - representative sampling date.,
68698,United Kingdom,5,Strangford Lough,2011001174,54,28.0,1.0,N,5,36.0,0.0,W,BIOT,Seaweed,Rhodymenia spp.,GROWING TIPS,04/01/11 00:00:00,99Tc,=,1.68,0.0781199999999999,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Island Hill. Biannual bulk of 2 samples - representative sampling date.,
68699,United Kingdom,5,Strangford Lough,2011001770,54,28.0,1.0,N,5,36.0,0.0,W,BIOT,Seaweed,Rhodymenia spp.,GROWING TIPS,10/01/11 00:00:00,99Tc,=,0.563,0.03744,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Island Hill. Biannual bulk of 2 samples - representative sampling date.,
68700,United Kingdom,6,Capenhurst,2011000122,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,02/23/11 00:00:00,137Cs,=,2.599,0.15048,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
68701,United Kingdom,6,Capenhurst,2011000493,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,05/22/11 00:00:00,137Cs,=,1.067,0.07778,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
68702,United Kingdom,6,Capenhurst,2011000979,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,08/03/11 00:00:00,137Cs,=,1.178,0.07763,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
68703,United Kingdom,6,Capenhurst,2011001530,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,11/03/11 00:00:00,137Cs,=,1.12,0.07258,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
68704,United Kingdom,6,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,02/15/11 00:00:00,137Cs,=,2.37,0.66,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Southerness - representative sampling date.,
68705,United Kingdom,6,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,05/15/11 00:00:00,137Cs,=,0.72,0.21,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Southerness - representative sampling date.,
68706,United Kingdom,6,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,08/15/11 00:00:00,137Cs,=,0.48,0.15,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Southerness - representative sampling date.,
68707,United Kingdom,6,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,11/15/11 00:00:00,137Cs,=,1.7,0.49,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Southerness - representative sampling date.,
68708,United Kingdom,6,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/01/11 00:00:00,"239,240Pu",=,5.13,0.36,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Southerness. Annual bulk of 4 samples - representative sampling date.,
68709,United Kingdom,6,Chapelcross,,54,58.0,4.0,N,3,14.0,25.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,99Tc,=,104.0,11.0,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,PLZ. Annual bulk of 4 samples - representative sampling date.,
68710,United Kingdom,6,Heysham,2011000128,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,MYTILUS EDULIS,SOFT PARTS,02/15/11 00:00:00,137Cs,=,2.781,0.12153,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
68711,United Kingdom,6,Heysham,2011000443,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,MYTILUS EDULIS,SOFT PARTS,06/06/11 00:00:00,137Cs,=,1.257,0.06009,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
68712,United Kingdom,6,Heysham,2011000969,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,MYTILUS EDULIS,SOFT PARTS,07/30/11 00:00:00,137Cs,=,1.43,0.06163,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
68713,United Kingdom,6,Heysham,2011001537,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,MYTILUS EDULIS,SOFT PARTS,10/25/11 00:00:00,137Cs,=,2.463,0.11133,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
68714,United Kingdom,6,Heysham,2011001560,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,MYTILUS EDULIS,SOFT PARTS,07/01/11 00:00:00,"239,240Pu",=,1.34,0.01742,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe. Annual bulk of 4 samples - representative sampling date.,
68715,United Kingdom,6,Heysham,,54,2.0,27.0,N,2,54.0,23.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,99Tc,=,274.5,13.725,Bq/kg f.w.,EA-Environment Agency,5% uncertainty assumed,Half Moon Bay. Annual bulk of 2 samples - representative sampling date.,
68716,United Kingdom,6,Sellafield,2011000452,54,24.0,56.0,N,3,30.0,48.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,04/26/11 00:00:00,137Cs,=,3.604,0.16651,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
68717,United Kingdom,6,Sellafield,2011000457,54,24.0,56.0,N,3,30.0,48.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,06/15/11 00:00:00,137Cs,=,3.679,0.23766,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
68718,United Kingdom,6,Sellafield,2011000556,54,24.0,56.0,N,3,30.0,48.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/04/11 00:00:00,137Cs,=,3.511,0.16326,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
68719,United Kingdom,6,Sellafield,2011001795,54,24.0,56.0,N,3,30.0,48.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,12/06/11 00:00:00,137Cs,=,3.614,0.19407,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ,
68720,United Kingdom,6,Sellafield,2011001161,54,24.0,56.0,N,3,30.0,48.0,W,BIOT,Fish,PLEURONECTES PLATESSA,FLESH WITHOUT BONES,07/01/11 00:00:00,"239,240Pu",=,0.0098499999999999,0.000298,Bq/kg f.w.,FSA-Food Standards Agency,,Sellafield PLZ. Annual bulk of 4 samples - representative sampling date,
68721,United Kingdom,6,Sellafield,2011000012,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,01/11/11 00:00:00,137Cs,=,3.011,0.14844,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68722,United Kingdom,6,Sellafield,2011000096,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,02/08/11 00:00:00,137Cs,=,3.816,0.15798,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68723,United Kingdom,6,Sellafield,2011000171,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,03/10/11 00:00:00,137Cs,=,6.046,0.25393,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68724,United Kingdom,6,Sellafield,2011000229,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,04/11/11 00:00:00,137Cs,=,10.905,0.41984,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68725,United Kingdom,6,Sellafield,2011000327,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,05/09/11 00:00:00,137Cs,=,5.357,0.24857,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68726,United Kingdom,6,Sellafield,2011000447,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,06/07/11 00:00:00,137Cs,=,9.238,0.41571,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68727,United Kingdom,6,Sellafield,2011000778,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/05/11 00:00:00,137Cs,=,10.502,0.39908,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68728,United Kingdom,6,Sellafield,2011001100,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,08/15/11 00:00:00,137Cs,=,8.601,0.35522,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68729,United Kingdom,6,Sellafield,2011001245,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,09/14/11 00:00:00,137Cs,=,2.528,0.15016,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68730,United Kingdom,6,Sellafield,2011001354,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,10/03/11 00:00:00,137Cs,=,3.541,0.16926,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68731,United Kingdom,6,Sellafield,2011001525,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,11/01/11 00:00:00,137Cs,=,1.471,0.07326,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68732,United Kingdom,6,Sellafield,2011001713,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,12/05/11 00:00:00,137Cs,=,3.988,0.1679,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68733,United Kingdom,6,Sellafield,2011000013,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,01/11/11 00:00:00,210Po,=,10.02,0.286,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68734,United Kingdom,6,Sellafield,2011000328,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,05/09/11 00:00:00,210Po,=,16.4,0.63,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68735,United Kingdom,6,Sellafield,2011001355,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,10/03/11 00:00:00,210Po,=,10.4,0.535,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68736,United Kingdom,6,Sellafield,2011000448,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,06/07/11 00:00:00,210Po,=,14.6,0.406,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68737,United Kingdom,6,Sellafield,2011000103,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,01/11/11 00:00:00,"239,240Pu",=,6.79,0.153454,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68738,United Kingdom,6,Sellafield,2011000548,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,04/11/11 00:00:00,"239,240Pu",=,18.4,0.35144,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68739,United Kingdom,6,Sellafield,2011000809,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/05/11 00:00:00,"239,240Pu",=,18.4,0.39928,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68740,United Kingdom,6,Sellafield,2011001458,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,10/03/11 00:00:00,"239,240Pu",=,5.31,0.155583,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68741,United Kingdom,6,Sellafield,2011000012,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,01/11/11 00:00:00,99Tc,=,33.9,1.37634,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68742,United Kingdom,6,Sellafield,2011000096,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,02/08/11 00:00:00,99Tc,=,44.7,1.81035,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68743,United Kingdom,6,Sellafield,2011000171,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,03/10/11 00:00:00,99Tc,=,53.7,2.16948,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68744,United Kingdom,6,Sellafield,2011000229,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,04/11/11 00:00:00,99Tc,=,60.1,2.42203,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68745,United Kingdom,6,Sellafield,2011000327,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,05/09/11 00:00:00,99Tc,=,67.6,2.7716,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68746,United Kingdom,6,Sellafield,2011000447,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,06/07/11 00:00:00,99Tc,=,65.5,2.6855,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68747,United Kingdom,6,Sellafield,2011000778,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/05/11 00:00:00,99Tc,=,57.3,2.36649,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68748,United Kingdom,6,Sellafield,2011001100,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,08/15/11 00:00:00,99Tc,=,8.28,0.40075,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68749,United Kingdom,6,Sellafield,2011001245,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,09/14/11 00:00:00,99Tc,=,42.4,1.7596,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68750,United Kingdom,6,Sellafield,2011001354,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,10/03/11 00:00:00,99Tc,=,84.2,3.43536,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68751,United Kingdom,6,Sellafield,2011001525,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,11/01/11 00:00:00,99Tc,=,55.4,2.23262,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68752,United Kingdom,6,Sellafield,2011001713,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,12/05/11 00:00:00,99Tc,=,84.4,3.40132,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
68753,United Kingdom,6,Sellafield,,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,137Cs,=,2.879999936,0.143999997,Bq/kg f.w.,EA-Environment Agency,5% uncertainty assumed,St Bees W. Average of 2 samples - representative sampling date. ,
68754,United Kingdom,6,Sellafield,,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,"239,240Pu",=,7.85,0.3925,Bq/kg f.w.,EA-Environment Agency,5% uncertainty assumed,St Bees W. Annual bulk of 2 samples - representative sampling date. ,
68755,United Kingdom,6,Sellafield,,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/11 00:00:00,99Tc,=,532.0,26.6,Bq/kg f.w.,EA-Environment Agency,5% uncertainty assumed,St Bees W. Annual bulk of 2 samples - representative sampling date. ,
68756,United Kingdom,6,Sellafield,2011000067,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,PORPHYRA UMBILICALIS,GROWING TIPS,02/10/11 00:00:00,137Cs,=,0.783,0.04659,Bq/kg f.w.,FSA-Food Standards Agency,,St Bees W,"Data not used in the 5PE, as monitoring of this species ceased in 2013"
68757,United Kingdom,6,Sellafield,2011000288,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,PORPHYRA UMBILICALIS,GROWING TIPS,04/14/11 00:00:00,137Cs,=,0.418,0.02583,Bq/kg f.w.,FSA-Food Standards Agency,,St Bees W,"Data not used in the 5PE, as monitoring of this species ceased in 2013"
68758,United Kingdom,6,Sellafield,2011000771,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,PORPHYRA UMBILICALIS,GROWING TIPS,07/12/11 00:00:00,137Cs,=,0.847,0.05853,Bq/kg f.w.,FSA-Food Standards Agency,,St Bees W,"Data not used in the 5PE, as monitoring of this species ceased in 2013"
68759,United Kingdom,6,Sellafield,2011001369,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,PORPHYRA UMBILICALIS,GROWING TIPS,10/03/11 00:00:00,137Cs,=,0.967,0.0585,Bq/kg f.w.,FSA-Food Standards Agency,,St Bees W,"Data not used in the 5PE, as monitoring of this species ceased in 2013"
68760,United Kingdom,6,Sellafield,2011001163,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,PORPHYRA UMBILICALIS,GROWING TIPS,07/01/11 00:00:00,"239,240Pu",=,1.77,0.039117,Bq/kg f.w.,FSA-Food Standards Agency,,St Bees W. Annual bulk of 4 samples - representative sampling date. ,"Data not used in the 5PE, as monitoring of this species ceased in 2013"
68761,United Kingdom,6,Sellafield,2011001163,54,29.0,20.0,N,3,36.0,25.0,W,BIOT,Seaweed,PORPHYRA UMBILICALIS,GROWING TIPS,07/01/11 00:00:00,99Tc,=,0.782,0.05888,Bq/kg f.w.,FSA-Food Standards Agency,,St Bees W. Annual bulk of 4 samples - representative sampling date. ,"Data not used in the 5PE, as monitoring of this species ceased in 2013"
68762,United Kingdom,6,Springfields,2011000498,53,43.0,52.0,N,2,55.0,2.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,06/21/11 00:00:00,137Cs,=,1.677,0.11571,Bq/kg f.w.,FSA-Food Standards Agency,,Ribble Estuary ,
68763,United Kingdom,6,Springfields,2011001353,53,43.0,52.0,N,2,55.0,2.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,10/09/11 00:00:00,137Cs,=,1.878,0.09503,Bq/kg f.w.,FSA-Food Standards Agency,,Ribble Estuary ,
68764,United Kingdom,6,Springfields,2011001556,53,43.0,52.0,N,2,55.0,2.0,W,BIOT,Molluscs,CERASTODERMA (CARDIUM) EDULE,SOFT PARTS,07/01/11 00:00:00,"239,240Pu",=,1.01,0.022624,Bq/kg f.w.,FSA-Food Standards Agency,,Ribble Estuary. Annual bulk of 2 samples - representative sampling date.,
68765,United Kingdom,6,Wylfa,2011000155,53,24.0,53.0,N,4,27.0,5.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,03/06/11 00:00:00,137Cs,=,0.362,0.06295,Bq/kg f.w.,FSA-Food Standards Agency,,Cemaes Bay,
68766,United Kingdom,6,Wylfa,2011000838,53,24.0,53.0,N,4,27.0,5.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/25/11 00:00:00,137Cs,=,0.529,0.07464,Bq/kg f.w.,FSA-Food Standards Agency,,Cemaes Bay,
68767,United Kingdom,6,Wylfa,2011001166,53,24.0,53.0,N,4,27.0,5.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/01/11 00:00:00,"239,240Pu",=,0.105,0.004673,Bq/kg f.w.,FSA-Food Standards Agency,,Cemaes Bay. Annual bulk of 2 samples - representative sampling date.,
