ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Sampling depth,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
56721,United Kingdom,5.0,North of Larne,2001010640,54,52.0,1.0,N,5,48.0,0.0,W,Water,0.0,12/10/01 00:00:00,137Cs,=,0.0118,0.000401,Bq/l,NIEA-Northern Ireland Environment Agency,,,
56722,United Kingdom,5.0,Hunterston,,55,43.0,21.0,N,4,54.0,5.0,W,Water,0.0,02/15/01 00:00:00,3H,=,2.23,0.91,Bq/l,SEPA-Scottish Environment Protection Agency,Assumed collection date. No sample number,,
56723,United Kingdom,5.0,Hunterston,,55,43.0,21.0,N,4,54.0,5.0,W,Water,0.0,05/15/01 00:00:00,3H,=,7.7,1.1,Bq/l,SEPA-Scottish Environment Protection Agency,Assumed collection date. No sample number,,
56724,United Kingdom,5.0,Hunterston,,55,43.0,21.0,N,4,54.0,5.0,W,Water,0.0,08/15/01 00:00:00,3H,=,1.45,1.28,Bq/l,SEPA-Scottish Environment Protection Agency,Assumed collection date. No sample number,,
56725,United Kingdom,5.0,North of Larne,2001010744,54,52.0,1.0,N,5,48.0,0.0,W,Water,0.0,05/22/01 00:00:00,99Tc,=,0.0252,0.0010962,Bq/l,NIEA-Northern Ireland Environment Agency,,,
56726,United Kingdom,5.0,North of Larne,2001009928,54,52.0,1.0,N,5,48.0,0.0,W,Water,0.0,09/19/01 00:00:00,99Tc,=,0.023,0.0010258,Bq/l,NIEA-Northern Ireland Environment Agency,,,
56727,United Kingdom,6.0,Sellafield,2001000542,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,01/09/01 00:00:00,137Cs,=,0.093473,0.000731,Bq/l,EA-Environment Agency,,St Bees W. ,
56728,United Kingdom,6.0,Sellafield,2001007159,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,05/18/01 00:00:00,137Cs,=,0.175216,0.000859,Bq/l,EA-Environment Agency,,St Bees W. ,
56729,United Kingdom,6.0,Sellafield,2001007260,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,07/04/01 00:00:00,137Cs,=,0.149576,0.000812,Bq/l,EA-Environment Agency,,St Bees W. ,
56730,United Kingdom,6.0,Sellafield,2001010487,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,11/14/01 00:00:00,137Cs,=,0.119315,0.00077,Bq/l,EA-Environment Agency,,St Bees W. ,
56731,United Kingdom,6.0,Heysham,2001007446,54,2.0,19.0,N,2,54.0,37.0,W,Water,0.0,07/31/01 00:00:00,137Cs,=,0.165855,0.000838,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Half Moon Bay,
56732,United Kingdom,6.0,Wylfa,2001001468,53,18.0,59.0,N,4,37.0,44.0,W,Water,0.0,02/05/01 00:00:00,137Cs,=,0.007416,0.000369,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Holyhead,
56733,United Kingdom,6.0,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,Water,0.0,02/15/01 00:00:00,"239,240Pu",=,0.0017,0.00061,Bq/l,SEPA-Scottish Environment Protection Agency,Assumed collection date. No sample number,Southerness,
56734,United Kingdom,6.0,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,Water,0.0,08/15/01 00:00:00,"239,240Pu",=,0.0018,0.00017,Bq/l,SEPA-Scottish Environment Protection Agency,Assumed collection date. No sample number,Southerness,
56735,United Kingdom,6.0,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,Water,0.0,11/15/01 00:00:00,"239,240Pu",=,0.000133,5.2e-05,Bq/l,SEPA-Scottish Environment Protection Agency,Assumed collection date. No sample number,Southerness,
56736,United Kingdom,6.0,Heysham,2001001514,54,1.0,40.0,N,2,55.0,20.0,W,Water,0.0,03/19/01 00:00:00,3H,=,11.32369,0.99145,Bq/l,EA-Environment Agency,,Inlet,
56737,United Kingdom,6.0,Heysham,2001007434,54,1.0,40.0,N,2,55.0,20.0,W,Water,0.0,07/31/01 00:00:00,3H,=,275.5746,2.28321,Bq/l,EA-Environment Agency,,Holyhead,
56738,United Kingdom,6.0,Wylfa,2001001391,53,18.0,59.0,N,4,37.0,44.0,W,Water,0.0,02/05/01 00:00:00,3H,<,1.46,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Holyhead,
56739,United Kingdom,6.0,Wylfa,2001002004,53,18.0,59.0,N,4,37.0,44.0,W,Water,0.0,05/17/01 00:00:00,3H,<,1.44,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Holyhead,
56740,United Kingdom,6.0,Wylfa,2001009602,53,18.0,59.0,N,4,37.0,44.0,W,Water,0.0,08/14/01 00:00:00,3H,<,1.43,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Holyhead,
56741,United Kingdom,6.0,Wylfa,2001010126,53,18.0,59.0,N,4,37.0,44.0,W,Water,0.0,10/16/01 00:00:00,3H,<,1.51,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Holyhead,
56742,United Kingdom,6.0,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,Water,0.0,02/15/01 00:00:00,3H,=,5.4,1.8,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",Southerness,
56743,United Kingdom,6.0,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,Water,0.0,08/15/01 00:00:00,3H,=,7.3,1.1,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",Southerness,
56744,United Kingdom,6.0,Chapelcross,,54,52.0,22.0,N,3,35.0,40.0,W,Water,0.0,11/15/01 00:00:00,3H,=,12.0,1.7,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",Southerness,
56745,United Kingdom,6.0,Sellafield,2001000541,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,01/09/01 00:00:00,3H,=,11.21837,0.99053,Bq/l,EA-Environment Agency,,St Bees W. ,
56746,United Kingdom,6.0,Sellafield,2001000827,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,02/09/01 00:00:00,3H,=,4.72562,0.93589,Bq/l,EA-Environment Agency,,St Bees W. ,
56747,United Kingdom,6.0,Sellafield,2001001394,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,03/09/01 00:00:00,3H,=,3.20647,0.92602,Bq/l,EA-Environment Agency,,St Bees W. ,
56748,United Kingdom,6.0,Sellafield,2001001672,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,04/09/01 00:00:00,3H,<,1.46,,Bq/l,EA-Environment Agency,,St Bees W. ,
56749,United Kingdom,6.0,Sellafield,2001001819,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,05/08/01 00:00:00,3H,<,1.46,,Bq/l,EA-Environment Agency,,St Bees W. ,
56750,United Kingdom,6.0,Sellafield,2001002005,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,06/06/01 00:00:00,3H,=,6.29876,0.93922,Bq/l,EA-Environment Agency,,St Bees W. ,
56751,United Kingdom,6.0,Sellafield,2001007173,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,07/04/01 00:00:00,3H,=,18.56304,1.03357,Bq/l,EA-Environment Agency,,St Bees W. ,
56752,United Kingdom,6.0,Sellafield,2001009543,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,08/17/01 00:00:00,3H,=,47.43981,1.24042,Bq/l,EA-Environment Agency,,St Bees W. ,
56753,United Kingdom,6.0,Sellafield,2001009816,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,09/17/01 00:00:00,3H,=,5.55464,0.92687,Bq/l,EA-Environment Agency,,St Bees W. ,
56754,United Kingdom,6.0,Sellafield,2001010015,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,10/25/01 00:00:00,3H,=,13.48107,1.04237,Bq/l,EA-Environment Agency,,St Bees W. ,
56755,United Kingdom,6.0,Sellafield,2001010314,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,11/14/01 00:00:00,3H,=,12.70216,1.03334,Bq/l,EA-Environment Agency,,St Bees W. ,
56756,United Kingdom,6.0,Sellafield,2001010524,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,12/05/01 00:00:00,3H,=,42.7215,1.2458,Bq/l,EA-Environment Agency,,St Bees W. ,
56757,United Kingdom,6.0,Sellafield,2001000542,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,01/09/01 00:00:00,99Tc,=,0.13,0.005278,Bq/l,EA-Environment Agency,,St Bees W. ,
56758,United Kingdom,6.0,Sellafield,2001007159,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,05/18/01 00:00:00,99Tc,=,0.652,0.026145,Bq/l,EA-Environment Agency,,St Bees W. ,
56759,United Kingdom,6.0,Sellafield,2001007260,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,07/04/01 00:00:00,99Tc,=,0.194,0.0078379999999999,Bq/l,EA-Environment Agency,,St Bees W. ,
56760,United Kingdom,6.0,Sellafield,2001010487,54,29.0,20.0,N,3,36.0,25.0,W,Water,0.0,11/14/01 00:00:00,99Tc,=,0.177,0.007169,Bq/l,EA-Environment Agency,,St Bees W. ,
56761,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,05/15/01 00:00:00,137Cs,<,0.1,,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56762,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,08/15/01 00:00:00,137Cs,<,0.1,,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56763,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,11/15/01 00:00:00,137Cs,<,0.1,,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56764,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,02/12/01 00:00:00,3H,<,1.7,,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56765,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,05/15/01 00:00:00,3H,=,2.68,0.94,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56766,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,08/15/01 00:00:00,3H,<,1.0,,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56767,United Kingdom,7.0,Sandside Bay,,58,34.0,12.0,N,3,47.0,30.0,W,Water,0.0,11/15/01 00:00:00,3H,=,1.25,0.78,Bq/l,SEPA-Scottish Environment Protection Agency,"Assumed collection date, no sample reference number",,
56768,United Kingdom,10.0,Hartlepool,2001001671,54,38.0,55.0,N,1,9.0,41.0,W,Water,0.0,04/05/01 00:00:00,3H,=,4.9235,0.93683,Bq/l,EA-Environment Agency,,North Gare,
56769,United Kingdom,10.0,Hartlepool,2001009688,54,38.0,55.0,N,1,9.0,41.0,W,Water,0.0,08/29/01 00:00:00,3H,=,6.77149,0.93986,Bq/l,EA-Environment Agency,,North Gare,
56770,United Kingdom,10.0,Sizewell,2001001905,52,9.0,17.0,N,1,36.0,25.0,E,Water,0.0,05/22/01 00:00:00,3H,=,8.40186,0.95913,Bq/l,EA-Environment Agency,,Local beach,
56771,United Kingdom,10.0,Sizewell,2001007324,52,9.0,17.0,N,1,36.0,25.0,E,Water,0.0,07/16/01 00:00:00,3H,=,2.28923,0.89519,Bq/l,EA-Environment Agency,,Local beach,
57127,United Kingdom,1.0,1,2002005000,51,17.0,59.0,N,3,35.0,58.0,W,Water,3.0,09/06/02 00:00:00,3H,=,4.79917,0.95746,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57128,United Kingdom,1.0,2,2002005001,51,19.0,0.0,N,3,45.0,17.0,W,Water,3.0,09/06/02 00:00:00,3H,=,3.32502,0.94477,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57129,United Kingdom,1.0,3,2002005002,51,15.0,5.0,N,3,44.0,45.0,W,Water,3.0,09/06/02 00:00:00,3H,=,1.68708,0.93046,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57130,United Kingdom,1.0,4,2002005003,51,14.0,10.0,N,3,40.0,2.0,W,Water,3.0,09/06/02 00:00:00,3H,=,2.50605,0.93764,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57131,United Kingdom,1.0,5,2002005004,51,14.0,7.0,N,3,36.0,10.0,W,Water,3.0,09/06/02 00:00:00,3H,=,5.04486,0.95956,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57132,United Kingdom,1.0,6,2002005005,51,14.0,6.0,N,3,29.0,57.0,W,Water,3.0,09/06/02 00:00:00,3H,=,7.58367,0.98099,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57133,United Kingdom,1.0,7,2002005006,51,12.0,59.0,N,3,20.0,1.0,W,Water,3.0,09/06/02 00:00:00,3H,=,28.46743,1.14211,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57134,United Kingdom,1.0,8,2002005007,51,12.0,59.0,N,3,20.0,1.0,W,Water,3.0,09/06/02 00:00:00,3H,=,3.32502,0.94477,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57135,United Kingdom,1.0,9,2002005008,51,14.0,2.0,N,3,16.0,52.0,W,Water,3.0,09/06/02 00:00:00,3H,=,5.86383,0.96652,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57136,United Kingdom,1.0,10,2002005009,51,15.0,57.0,N,3,10.0,4.0,W,Water,3.0,09/06/02 00:00:00,3H,=,4.38968,0.95395,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57137,United Kingdom,1.0,11,2002005010,51,18.0,57.0,N,3,4.0,4.0,W,Water,3.0,09/06/02 00:00:00,3H,=,4.71727,0.95676,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57138,United Kingdom,1.0,12,2002005011,51,23.0,18.0,N,3,0.0,11.0,W,Water,3.0,09/07/02 00:00:00,3H,=,2.75132,0.93964,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57139,United Kingdom,1.0,13,2002005012,51,32.0,58.0,N,2,42.0,29.0,W,Water,3.0,09/07/02 00:00:00,3H,=,3.07886,0.94249,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57140,United Kingdom,1.0,14,2002005013,51,30.0,26.0,N,2,43.0,42.0,W,Water,3.0,09/07/02 00:00:00,3H,=,4.79843,0.95731,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57141,United Kingdom,1.0,15,2002005014,51,29.0,26.0,N,2,48.0,25.0,W,Water,3.0,09/07/02 00:00:00,3H,=,4.30712,0.9531,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57142,United Kingdom,1.0,16,2002005015,51,27.0,27.0,N,2,55.0,51.0,W,Water,3.0,09/07/02 00:00:00,3H,=,4.79843,0.95731,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57143,United Kingdom,1.0,17,2002005016,51,25.0,0.0,N,3,2.0,2.0,W,Water,3.0,09/07/02 00:00:00,3H,=,5.45351,0.9629,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57144,United Kingdom,1.0,18,2002005017,51,22.0,8.0,N,3,6.0,26.0,W,Water,3.0,09/07/02 00:00:00,3H,=,1.85059,0.93176,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57145,United Kingdom,1.0,19,2002005018,51,19.0,59.0,N,3,12.0,4.0,W,Water,3.0,09/06/02 00:00:00,3H,=,4.22598,0.95254,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57146,United Kingdom,1.0,20,2002005019,51,21.0,5.0,N,3,20.0,5.0,W,Water,3.0,09/07/02 00:00:00,3H,=,3.07886,0.94249,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57147,United Kingdom,1.0,21,2002005020,51,20.0,1.0,N,3,25.0,1.0,W,Water,3.0,09/06/02 00:00:00,3H,=,4.22589,0.95254,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57148,United Kingdom,1.0,22,2002005021,51,21.0,2.0,N,3,29.0,58.0,W,Water,3.0,09/06/02 00:00:00,3H,=,1.88348,0.92576,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57149,United Kingdom,1.0,23,2002005022,51,24.0,50.0,N,3,8.0,49.0,W,Water,3.0,09/07/02 00:00:00,3H,=,4.4214,0.9478,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57150,United Kingdom,1.0,24,2002005023,51,22.0,41.0,N,3,10.0,38.0,W,Water,3.0,09/07/02 00:00:00,3H,=,4.25765,0.94639,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57151,United Kingdom,1.0,25,2002005024,51,21.0,53.0,N,3,16.0,7.0,W,Water,3.0,09/07/02 00:00:00,3H,=,2.9476,0.93499,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57152,United Kingdom,1.0,26,2002005025,51,22.0,2.0,N,3,21.0,14.0,W,Water,3.0,09/07/02 00:00:00,3H,=,1.71943,0.92417,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57153,United Kingdom,1.0,27,2002005026,51,22.0,0.0,N,3,25.0,5.0,W,Water,3.0,09/07/02 00:00:00,3H,=,1.71943,0.92417,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57154,United Kingdom,1.0,28,2002005027,51,22.0,58.0,N,3,29.0,57.0,W,Water,3.0,09/07/02 00:00:00,3H,<,1.47,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57155,United Kingdom,1.0,29,2002005028,51,25.0,28.0,N,3,37.0,0.0,W,Water,3.0,09/07/02 00:00:00,3H,<,1.47,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57156,United Kingdom,1.0,30,2002005029,51,25.0,59.0,N,3,40.0,1.0,W,Water,3.0,09/07/02 00:00:00,3H,<,1.47,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57157,United Kingdom,1.0,105,2002005030,51,32.0,32.0,N,3,54.0,0.0,W,Water,3.0,09/06/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57158,United Kingdom,1.0,115,2002005031,51,31.0,26.0,N,3,54.0,0.0,W,Water,3.0,09/06/02 00:00:00,3H,=,1.84271,0.9128,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57159,United Kingdom,1.0,117,2002005032,51,25.0,2.0,N,3,55.0,7.0,W,Water,3.0,09/06/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57160,United Kingdom,1.0,120,2002005033,51,25.0,31.0,N,4,51.0,12.0,W,Water,3.0,09/07/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57161,United Kingdom,1.0,126,2002005034,51,7.0,24.0,N,4,20.0,11.0,W,Water,3.0,09/06/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57162,United Kingdom,1.0,129,2002005035,51,19.0,6.0,N,4,45.0,8.0,W,Water,3.0,09/06/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57163,United Kingdom,1.0,130,2002005036,51,19.0,16.0,N,4,21.0,40.0,W,Water,3.0,09/06/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57164,United Kingdom,1.0,134,2002005037,51,39.0,58.0,N,4,32.0,44.0,W,Water,3.0,09/07/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57165,United Kingdom,1.0,172,2002005050,50,11.0,58.0,N,4,31.0,33.0,W,Water,3.0,10/01/02 00:00:00,137Cs,=,0.0011,0.0003388,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57166,United Kingdom,1.0,172,2002005050,50,11.0,58.0,N,4,31.0,33.0,W,Water,3.0,10/01/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57167,United Kingdom,1.0,174,2002005051,49,34.0,50.0,N,5,25.0,48.0,W,Water,3.0,10/01/02 00:00:00,137Cs,=,0.0015,0.0003435,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57168,United Kingdom,1.0,174,2002005051,49,34.0,50.0,N,5,25.0,48.0,W,Water,3.0,10/01/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57169,United Kingdom,1.0,177,2002005052,49,31.0,22.0,N,5,2.0,4.0,W,Water,3.0,10/01/02 00:00:00,137Cs,=,0.001,0.000352,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57170,United Kingdom,1.0,177,2002005052,49,31.0,22.0,N,5,2.0,4.0,W,Water,3.0,10/01/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57171,United Kingdom,1.0,178,2002005053,49,37.0,22.0,N,4,47.0,34.0,W,Water,3.0,10/02/02 00:00:00,137Cs,=,0.0015,0.000339,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57172,United Kingdom,1.0,178,2002005053,49,37.0,22.0,N,4,47.0,34.0,W,Water,3.0,10/02/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57173,United Kingdom,1.0,179,2002005054,49,53.0,54.0,N,4,49.0,47.0,W,Water,3.0,10/02/02 00:00:00,137Cs,=,0.0022,0.0003476,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57174,United Kingdom,1.0,179,2002005054,49,53.0,54.0,N,4,49.0,47.0,W,Water,3.0,10/02/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57175,United Kingdom,1.0,180,2002005055,49,49.0,56.0,N,4,13.0,45.0,W,Water,3.0,10/02/02 00:00:00,137Cs,=,0.0014,0.0003598,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57176,United Kingdom,1.0,180,2002005055,49,49.0,56.0,N,4,13.0,45.0,W,Water,3.0,10/02/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57177,United Kingdom,1.0,181,2002005056,49,33.0,40.0,N,4,17.0,25.0,W,Water,3.0,10/02/02 00:00:00,137Cs,=,0.0017,0.0003468,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57178,United Kingdom,1.0,181,2002005056,49,33.0,40.0,N,4,17.0,25.0,W,Water,3.0,10/02/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57179,United Kingdom,1.0,182,2002005057,49,31.0,49.0,N,3,55.0,48.0,W,Water,3.0,10/02/02 00:00:00,137Cs,=,0.0018,0.0003636,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57180,United Kingdom,1.0,182,2002005057,49,31.0,49.0,N,3,55.0,48.0,W,Water,3.0,10/02/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57181,United Kingdom,1.0,501,2002005038,51,38.0,18.0,N,5,31.0,50.0,W,Water,3.0,09/07/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57182,United Kingdom,1.0,116,2002005039,50,11.0,58.0,N,3,27.0,26.0,W,Water,3.0,09/25/02 00:00:00,137Cs,=,0.002097,0.00035058,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57183,United Kingdom,1.0,116,2002005039,50,11.0,58.0,N,3,27.0,26.0,W,Water,3.0,09/25/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57184,United Kingdom,1.0,123,2002005040,50,36.0,48.0,N,2,58.0,18.0,W,Water,3.0,09/26/02 00:00:00,137Cs,=,0.001695,0.00035912,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57185,United Kingdom,1.0,123,2002005040,50,36.0,48.0,N,2,58.0,18.0,W,Water,3.0,09/26/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57186,United Kingdom,1.0,124,2002005041,50,38.0,21.0,N,2,46.0,4.0,W,Water,3.0,09/26/02 00:00:00,137Cs,=,0.001918,0.00034568,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57187,United Kingdom,1.0,124,2002005041,50,38.0,21.0,N,2,46.0,4.0,W,Water,3.0,09/26/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57188,United Kingdom,1.0,125,2002005042,50,35.0,47.0,N,3,3.0,54.0,W,Water,3.0,09/26/02 00:00:00,137Cs,=,0.001443,0.00035115,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57189,United Kingdom,1.0,125,2002005042,50,35.0,47.0,N,3,3.0,54.0,W,Water,3.0,09/26/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57190,United Kingdom,1.0,131,2002005043,50,31.0,7.0,N,3,26.0,25.0,W,Water,3.0,09/27/02 00:00:00,137Cs,=,0.001726,0.0003573,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57191,United Kingdom,1.0,131,2002005043,50,31.0,7.0,N,3,26.0,25.0,W,Water,3.0,09/27/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57192,United Kingdom,1.0,136,2002005044,50,23.0,19.0,N,2,47.0,10.0,W,Water,3.0,09/27/02 00:00:00,137Cs,=,0.00218,0.00035541,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
57193,United Kingdom,1.0,136,2002005044,50,23.0,19.0,N,2,47.0,10.0,W,Water,3.0,09/27/02 00:00:00,3H,<,1.45,,Bq/l,"Defra-Department for Environment, Food and Rural Affairs",,Corystes 13/2002,
